 parcel  t0         x0          y0              z0
   537   4980.0000  70833.5625  98107.6562     23.4474
   538   4980.0000  71023.4375  98275.0156     85.5756
   539   4980.0000  70961.0391  98191.5781     35.4772
   540   4980.0000  70988.3984  98351.6562     74.6375
   541   4980.0000  70885.0547  98188.0625     26.1585
   542   4980.0000  70893.0312  98547.0156    149.5960
   543   4980.0000  70978.6016  98346.7578     59.7141
   544   4980.0000  70797.7109  98151.2500     18.2998
   545   4980.0000  70892.1328  98555.3672    135.5894
   546   4980.0000  70976.6328  98320.2500     46.8796
   547   4980.0000  70916.6953  98534.7266    121.1358
   548   4980.0000  70984.4375  98294.7969     39.4713
   549   4980.0000  70958.9062  98481.4453    111.3939
   550   4980.0000  71007.2734  98265.6172     36.5657
   551   4980.0000  70766.6094  98049.5156      9.4552
   552   4980.0000  71044.1484  98210.5078     36.3853
   553   4980.0000  70890.6875  97696.5078      8.0310
   554   4980.0000  68732.2891 100318.5859     12.6504
   555   4980.0000  69375.1797  99508.5312     39.2947
   556   4980.0000  69281.3281  99701.8828     32.1519
   557   4980.0000  68851.2812 100482.7188     17.2733
   558   4980.0000  69314.7969  99730.2266     37.5999
   559   4980.0000  69031.0391 100232.3047     22.7500
   560   4980.0000  68882.7734 100573.1484     19.9441
   561   4980.0000  69000.4062 100383.8125     24.2658
   562   4980.0000  68829.2969 100787.3203     21.0350
   563   4980.0000  68896.7031 100656.8516     24.0423
   564   4980.0000  68939.7422 100558.5625     26.8687
   565   4980.0000  68959.6016 100494.5547     29.3416
   566   4980.0000  68959.8281 100464.0312     31.3270
   567   4980.0000  68946.1094 100466.0703     32.8420
   568   4980.0000  68919.4453 100504.0938     33.7739
   569   4980.0000  68887.1953 100576.8828     34.3637
   570   4980.0000  68849.9141 100690.0938     34.5942
   571   4980.0000  68884.4375 100754.5938     41.4688
   572   4980.0000  69916.6016  98732.4141     61.7587
   573   4980.0000  69352.2734  99687.3047      5.0057
   574   4980.0000  68765.8438 100546.0859      2.1635
   575   4980.0000  70863.7031  98177.9922    108.4120
   576   4980.0000  70798.7891  98254.9375    145.8929
   577   4980.0000  70718.4922  98291.1953    186.7904
   578   4980.0000  69328.7578  99190.6094     25.0134
   579   4980.0000  69264.9844  99487.1719     21.4286
   580   4980.0000  69319.7188  99504.8672     24.5767
   581   4980.0000  69342.7344  99553.8594     26.3166
   582   4980.0000  69339.9219  99633.7500     26.7336
   583   4980.0000  69318.8281  99746.2344     25.8717
   584   4980.0000  68962.5000 100300.4531     14.3226
   585   4980.0000  68945.6719 100459.2266     14.7171
   586   4980.0000  68907.9531 100655.1094     14.7620
   587   4980.0000  69419.2422  99778.0469     34.7767
   588   4980.0000  69152.2891 100301.3438     20.8349
   589   4980.0000  69063.6016 100569.0781     19.2845
   590   4980.0000  69101.3438 100628.9062     22.3344
   591   4980.0000  69066.8750 100800.1641     23.8511
   592   4980.0000  69138.4062 100632.0391     27.7984
   593   4980.0000  69043.6172 100833.0859     31.0847
   594   4980.0000  69035.9297 100820.4453     32.7675
   595   4980.0000  69017.4297 100844.5156     33.9546
   596   4980.0000  69010.4766 100859.7031     41.1750
   597   4980.0000  69709.0234 100614.9453     16.3314
   598   4980.0000  70761.5312  98018.5703     63.3686
   599   4980.0000  70778.1094  98139.3047     90.9762
   600   4980.0000  70742.0391  98233.4609    138.3877
   601   4980.0000  70681.1406  98296.1172    209.6687
   602   4980.0000  69784.1875  98613.0938     69.9091
   603   4980.0000  70377.0156  98150.5312    121.7968
   604   4980.0000  70382.5859  98192.8438    157.2404
   605   4980.0000  70714.1875  98106.5781    178.1278
   606   4980.0000  70722.5625  98037.9062    151.4255
   607   4980.0000  69416.3516  99339.6016     24.0997
   608   4980.0000  69538.3516  99256.6797     35.9591
   609   4980.0000  69306.9375  99637.0625     18.1392
   610   4980.0000  68839.0703 100227.7422      8.4162
   611   4980.0000  69395.1875  99601.9766     23.0251
   612   4980.0000  69447.7188  99603.4219     26.7950
   613   4980.0000  69477.1641  99636.4688     29.1159
   614   4980.0000  69489.1562  99699.1328     29.9593
   615   4980.0000  69195.8594 100236.3672     16.1395
   616   4980.0000  69486.5781  99792.8984     29.5847
   617   4980.0000  69191.2109 100358.1172     16.4724
   618   4980.0000  69162.7734 100523.9766     16.3289
   619   4980.0000  69117.7109 100726.5938     16.0524
   620   4980.0000  69266.2578 100610.5312     21.4198
   621   4980.0000  69316.3828 100629.6328     25.0166
   622   4980.0000  69300.5312 100763.8828     26.4277
   623   4980.0000  69294.9375 100747.7578     33.1146
   624   4980.0000  70968.6250  97989.0078    119.9634
   625   4980.0000  70730.9531  98098.9609     79.5268
   626   4980.0000  70752.3750  98230.7812    138.6308
   627   4980.0000  69884.9922  98691.0234     51.1083
   628   4980.0000  69357.7734  99394.7266      5.8266
   629   4980.0000  69761.2500  98662.7969     97.3280
   630   4980.0000  70733.6328  98019.2656    107.0519
   631   4980.0000  70766.5469  98109.0703    141.1901
   632   4980.0000  69799.9141  98714.6172     87.7586
   633   4980.0000  69824.5625  98723.2266     97.8601
   634   4980.0000  69812.4688  98773.0938     93.3616
   635   4980.0000  69779.8516  98858.2188     79.5513
   636   4980.0000  70862.7188  97819.8594    123.4935
   637   4980.0000  69469.9219  99323.6562     21.4447
   638   4980.0000  70831.1797  97686.3594    107.4288
   639   4980.0000  70877.4453  97829.8672    148.7268
   640   4980.0000  69391.9219  99527.8359     16.8093
   641   4980.0000  69584.2188  99350.0938     31.5128
   642   4980.0000  69461.4297  99646.6094     20.4377
   643   4980.0000  69017.0703 100290.8750      8.9019
   644   4980.0000  69573.2188  99553.8203     29.0035
   645   4980.0000  68900.4297 100759.0078      8.4999
   646   4980.0000  69036.7578 100703.1719     10.2802
   647   4980.0000  69114.8906 100718.0781     11.6578
   648   4980.0000  69155.9453 100788.0078     12.7623
   649   4980.0000  69426.2969 100456.5625     20.5109
   650   4980.0000  69390.7656 100662.9922     19.6268
   651   4980.0000  70894.9141  97724.4297     64.7491
   652   4980.0000  70847.2656  98069.0312     82.5359
   653   4980.0000  70828.6875  98331.3281    209.5942
   654   4980.0000  70480.6328  98205.8594    124.3228
   655   4980.0000  69960.7578  98669.4453     91.9747
   656   4980.0000  69842.8828  98919.3203     43.5100
   657   4980.0000  69724.4453  99219.2188     20.3668
   658   4980.0000  69547.3750  99629.0312      9.2877
   659   4980.0000  69118.4375 100747.3438      4.4097
   660   4980.0000  70741.7656  98043.6094     99.4089
   661   4980.0000  70761.0234  98128.4453    130.1924
   662   4980.0000  70745.2812  98202.3906    171.3777
   663   4980.0000  70903.0938  98010.8828    140.1168
   664   4980.0000  69791.6641  98765.0859     67.4743
   665   4980.0000  70904.0469  97851.2656    116.0769
   666   4980.0000  69846.8047  98747.4453     90.2942
   667   4980.0000  69404.4297  99397.4844     13.9846
   668   4980.0000  69842.3438  98858.4844     97.6039
   669   4980.0000  69453.1406  99489.3750     15.6413
   670   4980.0000  69815.4141  98980.4688     83.3761
   671   4980.0000  69349.9141  99753.6406     11.9455
   672   4980.0000  69577.8203  99538.3984     22.5312
   673   4980.0000  69683.0703  99444.0000     34.1032
   674   4980.0000  68889.6094 100717.7031      6.4423
   675   4980.0000  69108.4688 100575.3516      8.5559
   676   4980.0000  69232.5000 100540.6406     10.2701
   677   4980.0000  69296.8281 100588.4531     11.5135
   678   4980.0000  69312.9297 100712.2969     12.1456
   679   4980.0000  69710.7891  99813.4141     35.1940
   680   4980.0000  69494.1875 100557.4453     16.8888
   681   4980.0000  69558.9219 100615.4844     19.3806
   682   4980.0000  69599.5547 100749.2344     20.6491
   683   4980.0000  69640.7578 100673.2969     18.8332
   684   4980.0000  69576.4531 100565.2812     14.3216
   685   4980.0000  69562.2500 100379.8828     12.8729
   686   4980.0000  69348.9844 100767.1719      8.2299
   687   4980.0000  69569.4219 100234.4297     12.2640
   688   4980.0000  69733.9062  99780.4219     23.0069
   689   4980.0000  69372.4219 100622.2812      8.0260
   690   4980.0000  69754.1641  99710.0156     24.8080
   691   4980.0000  69453.3281 100475.4219      8.8419
   692   4980.0000  70926.7500  97795.5234     77.6624
   693   4980.0000  69319.6719 100824.7422      7.0914
   694   4980.0000  70880.3594  98255.3984    183.1864
   695   4980.0000  69726.0078  99765.0000     20.1553
   696   4980.0000  69484.9609 100440.8125      9.0328
   697   4980.0000  70725.5000  98168.2422    108.4060
   698   4980.0000  69727.9688  99638.5859     20.3342
   699   4980.0000  69530.0781 100219.3672      9.5952
   700   4980.0000  70369.7266  98218.7812    117.6975
   701   4980.0000  69858.7109  98981.4922     55.3015
   702   4980.0000  69754.1094  99288.3984     25.2695
   703   4980.0000  69598.5703  99701.0391     11.6172
   704   4980.0000  69368.7734 100259.8828      6.6029
   705   4980.0000  69987.6406  98543.3750     95.6280
   706   4980.0000  69888.3828  98661.8828     57.4490
   707   4980.0000  69756.3594  98846.3438     29.7406
   708   4980.0000  69400.2188  99384.2578      7.1556
   709   4980.0000  68854.3984 100293.2109      2.7216
   710   4980.0000  70767.7891  98046.8203     91.5819
   711   4980.0000  70755.5391  98117.9062    111.2191
   712   4980.0000  70734.4375  98182.1875    140.5580
   713   4980.0000  70704.5469  98237.7656    182.7569
   714   4980.0000  70913.6328  97900.9297     97.7340
   715   4980.0000  70916.9219  98051.6797    130.5407
   716   4980.0000  70889.3516  98165.2500    163.8939
   717   4980.0000  69793.3125  98623.1875     91.7102
   718   4980.0000  70866.9609  97672.2422     77.6257
   719   4980.0000  70931.6719  97861.5078    109.0832
   720   4980.0000  70932.4609  98032.3125    148.3451
   721   4980.0000  70934.8594  97815.6406    116.8792
   722   4980.0000  70948.2500  97947.9922    149.4292
   723   4980.0000  70950.2344  97865.3828    120.1067
   724   4980.0000  70946.3047  98009.4062    141.2826
   725   4980.0000  70931.6953  98124.4453    155.8246
   726   4980.0000  70886.5078  98213.9844    180.0166
   727   4980.0000  70936.4375  97784.1016     99.6630
   728   4980.0000  70947.4688  97930.1250    116.0452
   729   4980.0000  70937.7422  98057.0938    132.1985
   730   4980.0000  70909.9297  98162.0547    155.0470
   731   4980.0000  70860.1172  98252.2656    190.1789
   732   4980.0000  70941.2500  97858.0391     98.1525
   733   4980.0000  70939.2344  97987.5391    112.2426
   734   4980.0000  70924.7266  98110.4141    134.2891
   735   4980.0000  70882.3594  98209.1172    167.8866
   736   4980.0000  70829.9062  98302.0391    213.9128
   737   4980.0000  70917.7188  97782.0547     83.1822
   738   4980.0000  70935.5000  97922.7031     96.9006
   739   4980.0000  70929.2266  98052.8594    116.7674
   740   4980.0000  70900.1562  98171.9297    150.4721
   741   4980.0000  70850.2344  98267.9375    194.3499
   742   4980.0000  70882.2109  97714.1328     70.2361
   743   4980.0000  70922.3281  97858.8125     84.7043
   744   4980.0000  70929.5234  97994.3047    101.7991
   745   4980.0000  70917.6484  98131.6484    135.6470
   746   4980.0000  70868.2266  98240.7578    181.2286
   747   4980.0000  70920.1094  97932.5781     88.5889
   748   4980.0000  70924.1875  98080.3125    118.5446
   749   4980.0000  70886.7891  98210.5781    167.7920
   750   4980.0000  70922.2344  98019.1641    100.0563
   751   4980.0000  70903.7734  98170.8203    148.6554
   752   4980.0000  70918.1406  98117.0781    125.4644
   753   4980.0000  70865.1016  98260.0781    191.8740
   754   4980.0000  70888.4062  98203.7344    159.6972
   755   4980.0000  70849.9688  98275.1719    192.7508
   756   4980.0000  70784.0703  98059.2734     81.6213
   757   4980.0000  70755.3438  98187.5547    123.8736
   758   4980.0000  69765.0625  98627.0703     76.4299
   759   4980.0000  70428.5547  98228.6797    153.9367
